Customer,State,Customer Lifetime Value,Response,Coverage,Education,Effective To Date,EmploymentStatus,Gender,Income,Location Code,Marital Status,Monthly Premium Auto,Months Since Last Claim,Months Since Policy Inception,Number of Open Complaints,Number of Policies,Policy Type,Policy,Renew Offer Type,Sales Channel,Total Claim Amount,Vehicle Class,Vehicle Size,Vehicle Type
LL73047,California,7892.09,No,Basic,High School or Below,1/26/11,Disabled,F,28672.0,Suburban,Divorced,71,14.0,34,0.0,2,Personal Auto,Personal L2,Offer1,Branch,340.8,Four-Door Car,Medsize,
VX67206,Oregon,27789.69,Yes,Extended,Bachelor,1/20/11,Employed,F,33806.0,Urban,Divorced,89,32.0,59,0.0,2,Corporate Auto,Corporate L3,Offer2,Web,395.73,Four-Door Car,Medsize,A
JA55700,California,3933.81,Yes,Basic,High School or Below,1/23/11,Employed,M,25927.0,Suburban,Single,103,6.0,20,0.0,1,Personal Auto,Personal L3,Offer2,Web,674.97,SUV,Medsize,A
HL97125,Nevada,4669.23,Yes,Premium,High School or Below,2/14/11,Employed,F,76157.0,Suburban,Married,116,15.0,80,0.0,1,Personal Auto,Personal L1,Offer2,Call Center,556.8,Two-Door Car,Small,A
UR42360,California,16979.8,Yes,Basic,Bachelor,1/17/11,Employed,M,35095.0,Suburban,Divorced,73,,56,,2,Personal Auto,Personal L1,Offer2,Call Center,525.6,Two-Door Car,Small,A
SK67821,Oregon,4932.92,No,Basic,Bachelor,2/13/11,Employed,F,37260.0,Rural,Married,62,,42,,8,Corporate Auto,Corporate L1,Offer3,Web,15.44,Four-Door Car,Medsize,
TS31001,Oregon,26243.86,No,Basic,Bachelor,2/2/11,Employed,M,55705.0,Rural,Divorced,113,8.0,58,0.0,2,Personal Auto,Personal L3,Offer2,Branch,149.91,SUV,Medsize,A
MV97958,Arizona,2879.63,No,Basic,Bachelor,1/23/11,Employed,F,40525.0,Rural,Married,73,3.0,27,0.0,1,Personal Auto,Personal L3,Offer2,Branch,123.79,Four-Door Car,Medsize,
HX41374,California,15234.75,No,Extended,High School or Below,1/14/11,Employed,M,72988.0,Rural,Married,127,6.0,77,0.0,2,Personal Auto,Personal L3,Offer3,Call Center,276.5,SUV,Medsize,
CY12922,Arizona,2506.36,No,Basic,College,1/31/11,Unemployed,M,,Suburban,Single,73,8.0,19,0.0,1,Personal Auto,Personal L2,Offer2,Web,525.6,Four-Door Car,Small,A
MU97512,Oregon,7398.87,No,Basic,Bachelor,2/2/11,Employed,M,27383.0,Suburban,Married,188,33.0,25,0.0,1,Corporate Auto,Corporate L2,Offer4,Branch,902.4,Luxury Car,Medsize,A
WA16954,Arizona,5604.33,No,Basic,Master,2/19/11,Employed,M,20252.0,Urban,Married,71,0.0,64,0.0,3,Personal Auto,Personal L3,Offer2,Call Center,198.23,Four-Door Car,Medsize,A
SB44003,Arizona,10484.92,Yes,Extended,College,2/1/11,Employed,F,61108.0,Rural,Divorced,89,22.0,93,0.0,2,Personal Auto,Personal L3,Offer2,Agent,49.45,Four-Door Car,Medsize,A
NE13752,Arizona,8232.76,No,Basic,Bachelor,1/12/11,Employed,M,56021.0,Urban,Married,69,20.0,38,0.0,2,Personal Auto,Personal L3,Offer1,Agent,279.51,Four-Door Car,Medsize,A
BG80246,,5570.18,,Basic,College,1/11/11,Disabled,F,22679.0,Suburban,Married,72,25.0,32,0.0,4,Personal Auto,Personal L3,Offer1,Branch,345.6,Two-Door Car,Small,A
LX15904,Washington,2755.22,No,Basic,High School or Below,1/6/11,Employed,F,39393.0,Suburban,Married,70,24.0,56,1.0,1,Special Auto,Special L2,Offer2,Agent,405.88,Four-Door Car,Medsize,
LS51818,California,22217.97,No,Basic,College,2/12/11,Employed,F,37553.0,Suburban,Single,187,34.0,7,0.0,2,Personal Auto,Personal L3,Offer3,Agent,897.6,Luxury Car,Small,A
CR20811,California,10660.9,No,Extended,Bachelor,2/24/11,Employed,F,60642.0,Urban,Married,133,34.0,68,0.0,5,Personal Auto,Personal L3,Offer1,Agent,428.28,SUV,Medsize,
SA45648,California,10628.06,No,Extended,Bachelor,2/18/11,Employed,M,90874.0,Urban,Married,137,18.0,28,4.0,3,Personal Auto,Personal L3,Offer1,Call Center,459.79,SUV,Medsize,
FV19421,California,7781.0,No,Basic,Bachelor,1/10/11,Unemployed,M,,Urban,Married,74,0.0,52,0.0,2,Personal Auto,Personal L1,Offer1,Branch,246.49,Four-Door Car,Medsize,A
BD13927,California,2243.47,No,Basic,High School or Below,1/10/11,Unemployed,F,,Suburban,Single,62,34.0,71,0.0,1,Personal Auto,Personal L2,Offer3,Branch,675.47,Two-Door Car,Small,A
HN97052,Oregon,5205.91,No,Basic,College,2/24/11,Unemployed,F,,Suburban,Married,72,18.0,91,0.0,9,Personal Auto,Personal L3,Offer1,Branch,345.6,Two-Door Car,Medsize,
BZ81849,Arizona,7494.09,No,Basic,Bachelor,2/6/11,Unemployed,F,,Suburban,Married,68,,25,,2,Personal Auto,Personal L3,Offer3,Call Center,326.4,,,A
XR84971,Oregon,23515.85,No,Extended,Doctor,2/18/11,Employed,F,36537.0,Rural,Single,85,19.0,4,0.0,2,Personal Auto,Personal L1,Offer1,Web,165.31,Four-Door Car,Medsize,
NN66592,California,5923.52,No,Basic,Bachelor,2/18/11,Employed,M,73758.0,Urban,Married,74,24.0,87,0.0,7,Personal Auto,Personal L2,Offer3,Branch,301.56,Four-Door Car,Medsize,A
VH85817,California,5780.18,Yes,Basic,High School or Below,2/26/11,Employed,M,51066.0,Suburban,Single,74,23.0,0,0.0,8,Personal Auto,Personal L3,Offer2,Call Center,787.99,Four-Door Car,Medsize,A
GP20237,Nevada,2727.08,No,Basic,Bachelor,2/27/11,Employed,F,29286.0,Suburban,Married,69,5.0,20,1.0,1,Personal Auto,Personal L3,Offer2,Call Center,496.8,Four-Door Car,Small,
LZ98529,,10382.5,,Basic,High School or Below,2/20/11,Retired,M,11721.0,Suburban,Divorced,102,2.0,56,2.0,2,Personal Auto,Personal L2,Offer2,Agent,560.92,SUV,Medsize,
ZN47335,California,10357.51,No,Extended,College,2/16/11,Employed,M,68309.0,Rural,Divorced,131,4.0,67,0.0,9,Corporate Auto,Corporate L3,Offer1,Web,306.98,SUV,Small,A
LL67008,California,22895.35,No,Extended,Bachelor,1/20/11,Unemployed,F,,Suburban,Single,94,14.0,17,0.0,2,Corporate Auto,Corporate L2,Offer1,Agent,676.8,Four-Door Car,Medsize,
KQ43374,Oregon,4128.09,No,Basic,College,2/19/11,Employed,F,32114.0,Urban,Married,104,22.0,50,0.0,1,Corporate Auto,Corporate L3,Offer1,Agent,445.29,SUV,Medsize,
UF93434,Oregon,2548.39,No,Basic,College,2/13/11,Employed,F,22050.0,Suburban,Divorced,66,,47,,1,Personal Auto,Personal L3,Offer3,Call Center,316.8,Four-Door Car,Medsize,
CX85598,Arizona,5365.98,No,Basic,Bachelor,1/15/11,Employed,M,51240.0,Urban,Single,70,0.0,37,2.0,5,Personal Auto,Personal L1,Offer2,Branch,283.85,Four-Door Car,Medsize,A
BL66157,California,3979.72,No,Extended,Bachelor,2/11/11,Employed,F,96413.0,Suburban,Married,99,3.0,78,0.0,1,Personal Auto,Personal L2,Offer3,Web,560.05,,,
MY97912,Arizona,13309.34,No,Extended,College,1/13/11,Unemployed,M,,Suburban,Divorced,127,19.0,40,0.0,2,Personal Auto,Personal L3,Offer1,Call Center,609.6,SUV,Medsize,
OG71924,Oregon,6966.14,No,Extended,Master,2/26/11,Unemployed,F,,Urban,Married,93,28.0,3,0.0,8,Personal Auto,Personal L3,Offer2,Branch,436.14,Four-Door Car,Large,
ZR77995,California,3832.9,No,Extended,College,2/20/11,Employed,M,97729.0,Rural,Married,95,18.0,21,0.0,1,Personal Auto,Personal L3,Offer2,Web,97.18,Four-Door Car,Medsize,
RY47606,California,3843.97,No,Extended,Bachelor,1/16/11,Employed,M,43987.0,Suburban,Married,96,29.0,17,0.0,1,Personal Auto,Personal L3,Offer2,Call Center,460.8,Four-Door Car,Medsize,A
PQ46798,California,8300.71,No,Basic,College,1/24/11,Disabled,F,17034.0,Suburban,Single,113,11.0,40,0.0,6,Personal Auto,Personal L1,Offer2,Agent,542.4,Sports Car,Medsize,A
AD18174,California,4837.93,No,Basic,High School or Below,2/22/11,Unemployed,F,,Suburban,Single,65,6.0,89,0.0,3,Personal Auto,Personal L3,Offer1,Web,468.0,Four-Door Car,Medsize,A
BH36973,Oregon,2730.35,No,Basic,College,2/3/11,Employed,F,63401.0,Urban,Married,68,1.0,18,0.0,1,Personal Auto,Personal L1,Offer2,Agent,202.94,Four-Door Car,Medsize,A
PB41497,Oregon,2866.78,No,Basic,High School or Below,1/22/11,Employed,M,81763.0,Suburban,Married,72,22.0,12,1.0,1,Personal Auto,Personal L3,Offer2,Branch,518.4,Two-Door Car,Small,A
QZ71100,,19237.7,,Basic,Bachelor,2/17/11,Unemployed,M,,Suburban,Single,196,31.0,78,0.0,2,Corporate Auto,Corporate L1,Offer2,Call Center,2092.52,Luxury Car,Medsize,
DC31768,Arizona,4783.92,No,Extended,Bachelor,1/29/11,Employed,M,49793.0,Suburban,Married,121,3.0,55,0.0,1,Personal Auto,Personal L3,Offer2,Agent,640.84,SUV,Small,
IE15348,Washington,4067.0,No,Basic,High School or Below,1/9/11,Employed,F,28466.0,Urban,Married,102,33.0,91,0.0,1,Personal Auto,Personal L3,Offer3,Agent,371.8,,,
FY86121,Oregon,8237.38,No,Basic,College,1/8/11,Employed,M,70882.0,Rural,Married,69,20.0,50,0.0,2,Personal Auto,Personal L3,Offer1,Agent,124.38,Four-Door Car,Medsize,
QE50648,Washington,7095.13,No,Premium,High School or Below,1/25/11,Employed,F,74298.0,Rural,Married,177,9.0,81,0.0,1,Corporate Auto,Corporate L1,Offer2,Call Center,161.54,Sports Car,Medsize,A
UV44323,California,4903.13,No,Extended,College,1/6/11,Unemployed,F,,Suburban,Married,133,11.0,95,0.0,1,Personal Auto,Personal L2,Offer2,Branch,638.4,SUV,Large,
DX70966,Nevada,2771.05,Yes,Basic,College,1/11/11,Employed,F,50071.0,Rural,Single,71,3.0,32,0.0,1,Personal Auto,Personal L2,Offer2,Agent,18.92,Two-Door Car,Medsize,A
NK20941,California,7057.46,No,Extended,High School or Below,2/25/11,Employed,M,52447.0,Rural,Single,90,5.0,57,0.0,7,Personal Auto,Personal L3,Offer1,Agent,61.59,Four-Door Car,Medsize,
IA30254,Nevada,14837.5,No,Basic,High School or Below,2/4/11,Unemployed,M,,Suburban,Single,70,18.0,46,0.0,2,Corporate Auto,Corporate L1,Offer1,Agent,712.62,Four-Door Car,Medsize,
CT86614,Arizona,2426.96,No,Basic,Bachelor,1/30/11,Unemployed,M,,Suburban,Single,71,2.0,5,0.0,1,Corporate Auto,Corporate L2,Offer4,Branch,511.2,Four-Door Car,Small,
TA82973,Oregon,7858.11,No,Basic,High School or Below,2/1/11,Employed,F,28937.0,Rural,Divorced,104,28.0,23,2.0,6,Personal Auto,Personal L3,Offer1,Call Center,117.96,SUV,Medsize,
TI19394,Oregon,2918.58,No,Basic,College,2/24/11,Employed,M,80714.0,Suburban,Married,72,18.0,12,0.0,1,Personal Auto,Personal L3,Offer2,Web,345.6,Four-Door Car,Small,
UW98698,,2269.84,,Basic,College,2/8/11,Unemployed,M,,Suburban,Single,68,22.0,43,0.0,1,Personal Auto,Personal L3,Offer4,Agent,542.02,Four-Door Car,Medsize,A
HC80108,California,2803.8,No,Basic,College,2/18/11,Employed,F,43775.0,Urban,Married,70,3.0,42,0.0,1,Personal Auto,Personal L3,Offer2,Call Center,310.74,Four-Door Car,Medsize,A
UI75273,California,7522.07,No,Extended,High School or Below,1/27/11,Employed,F,47727.0,Suburban,Married,94,25.0,33,0.0,3,Corporate Auto,Corporate L3,Offer2,Call Center,451.2,Two-Door Car,Medsize,A
OK50159,,4305.79,,Basic,Bachelor,1/6/11,Employed,F,31071.0,Rural,Single,111,0.0,57,2.0,1,Personal Auto,Personal L2,Offer2,Call Center,215.23,Sports Car,Small,A
XR97812,California,2345.08,No,Basic,College,2/22/11,Unemployed,M,,Suburban,Single,69,1.0,56,0.0,1,Personal Auto,Personal L3,Offer1,Agent,331.2,Four-Door Car,Medsize,
UV82770,California,11702.35,No,Basic,Bachelor,1/11/11,Unemployed,M,,Suburban,Divorced,111,15.0,12,0.0,2,Personal Auto,Personal L1,Offer3,Call Center,532.8,SUV,Medsize,A
GY88677,Oregon,23675.03,No,Premium,Bachelor,1/29/11,Employed,F,46268.0,Urban,Married,199,34.0,17,1.0,2,Personal Auto,Personal L3,Offer1,Agent,842.0,Sports Car,Medsize,A
YF73402,Oregon,2566.4,No,Basic,High School or Below,2/20/11,Employed,M,67778.0,Urban,Married,64,17.0,17,1.0,1,Personal Auto,Personal L3,Offer2,Agent,171.29,Four-Door Car,Large,A
CL73599,Arizona,8609.16,Yes,Basic,Bachelor,1/14/11,Employed,F,79090.0,Urban,Married,107,2.0,74,0.0,3,Personal Auto,Personal L3,Offer2,Branch,289.04,SUV,Medsize,
TL20040,Oregon,13989.85,No,Basic,College,2/13/11,Employed,M,22354.0,Suburban,Married,118,27.0,9,0.0,2,Personal Auto,Personal L1,Offer1,Call Center,775.53,SUV,Small,
XS78545,Oregon,7347.41,No,Basic,College,1/18/11,Employed,F,29491.0,Suburban,Married,61,26.0,62,0.0,2,Personal Auto,Personal L2,Offer3,Web,292.8,Four-Door Car,Medsize,A
JI71369,California,5106.11,No,Basic,College,2/22/11,Employed,F,30110.0,Rural,Married,64,2.0,4,0.0,5,Personal Auto,Personal L1,Offer1,Web,140.17,Four-Door Car,Medsize,A
SE47384,California,5526.44,No,Extended,Bachelor,2/6/11,Employed,F,94230.0,Suburban,Married,137,21.0,82,0.0,1,Special Auto,Special L3,Offer3,Agent,657.6,SUV,Medsize,A
QT39597,Arizona,2926.83,No,Basic,High School or Below,2/4/11,Employed,M,26242.0,Urban,Married,74,5.0,69,0.0,1,Personal Auto,Personal L3,Offer2,Branch,347.06,Four-Door Car,Medsize,
KA29693,California,11513.36,No,Basic,College,1/13/11,Medical Leave,M,16266.0,Suburban,Married,100,11.0,23,0.0,2,Special Auto,Special L1,Offer2,Web,1177.32,SUV,Medsize,
EV39637,Oregon,5328.32,No,Basic,High School or Below,2/12/11,Unemployed,F,,Suburban,Single,73,12.0,42,0.0,7,Personal Auto,Personal L1,Offer1,Branch,794.45,Four-Door Car,Medsize,A
IO89174,Oregon,7688.02,No,Basic,Bachelor,2/9/11,Employed,F,56680.0,Suburban,Single,100,9.0,78,2.0,3,Personal Auto,Personal L3,Offer1,Branch,480.0,SUV,Medsize,A
YZ60434,,5380.09,,Basic,Master,2/28/11,Unemployed,M,,Rural,Divorced,74,19.0,41,0.0,8,Personal Auto,Personal L2,Offer1,Web,59.03,Four-Door Car,Medsize,
FM25704,Oregon,2535.27,No,Basic,Bachelor,2/26/11,Employed,M,86933.0,Urban,Married,63,3.0,64,0.0,1,Corporate Auto,Corporate L3,Offer3,Agent,269.56,Two-Door Car,Large,
XH53960,Arizona,2167.33,No,Basic,Bachelor,2/12/11,Unemployed,F,,Suburban,Single,61,16.0,46,0.0,1,Personal Auto,Personal L3,Offer3,Agent,439.2,Four-Door Car,Small,
RK81706,Arizona,7388.73,No,Extended,College,2/24/11,Unemployed,F,,Suburban,Married,97,31.0,24,0.0,3,Personal Auto,Personal L3,Offer4,Call Center,638.37,Four-Door Car,Medsize,A
II62831,California,4479.02,No,Basic,Master,1/29/11,Employed,M,94656.0,Urban,Married,111,12.0,79,1.0,1,Special Auto,Special L2,Offer4,Web,459.74,SUV,Medsize,
DY87989,Oregon,24127.5,Yes,Basic,Bachelor,1/26/11,Medical Leave,M,14072.0,Suburban,Divorced,71,13.0,3,0.0,2,Corporate Auto,Corporate L3,Offer1,Agent,511.2,Four-Door Car,Medsize,
HB29169,Washington,42462.97,No,Premium,Bachelor,1/1/11,Unemployed,F,,Suburban,Married,281,16.0,92,1.0,2,Personal Auto,Personal L3,Offer1,Branch,1499.81,Luxury SUV,Medsize,A
OV50124,Oregon,4936.89,No,Basic,College,1/15/11,Unemployed,F,,Suburban,Single,72,7.0,34,2.0,7,Personal Auto,Personal L3,Offer2,Agent,391.64,Two-Door Car,Medsize,A
XZ62712,Washington,44468.02,No,Extended,High School or Below,1/29/11,Employed,F,32948.0,Suburban,Single,127,20.0,46,1.0,2,Personal Auto,Personal L2,Offer1,Call Center,1428.97,SUV,Medsize,A
PZ94551,Oregon,4991.58,No,Extended,Bachelor,2/10/11,Employed,F,56649.0,Suburban,Married,125,12.0,8,0.0,1,Special Auto,Special L2,Offer1,Branch,780.09,SUV,Large,A
JU55710,Oregon,3746.75,Yes,Extended,College,2/26/11,Employed,F,41479.0,Rural,Married,94,14.0,38,1.0,1,Personal Auto,Personal L1,Offer2,Call Center,19.58,Two-Door Car,Large,
QT39025,Arizona,4582.9,No,Basic,Bachelor,1/18/11,Employed,F,66991.0,Urban,Married,115,1.0,71,0.0,1,Personal Auto,Personal L3,Offer2,Branch,399.62,SUV,Medsize,
WG15841,California,2810.46,Yes,Basic,Bachelor,2/27/11,Employed,M,26790.0,Suburban,Married,71,4.0,41,0.0,1,Personal Auto,Personal L3,Offer2,Agent,340.8,Two-Door Car,Medsize,
WW99844,Oregon,4944.09,No,Basic,High School or Below,2/7/11,Employed,F,53607.0,Rural,Married,61,4.0,18,0.0,9,Personal Auto,Personal L2,Offer3,Web,93.89,Four-Door Car,Medsize,
KC75958,California,16468.22,Yes,Basic,High School or Below,1/27/11,Unemployed,F,,Suburban,Divorced,63,4.0,52,0.0,2,Personal Auto,Personal L1,Offer2,Agent,685.13,Four-Door Car,Medsize,A
PO26937,Oregon,8223.16,No,Premium,Bachelor,1/18/11,Employed,M,95102.0,Rural,Married,101,6.0,73,0.0,8,Corporate Auto,Corporate L3,Offer3,Web,94.34,Four-Door Car,Medsize,
CW82151,California,8902.74,No,Basic,Bachelor,1/5/11,Employed,M,46833.0,Rural,Married,112,6.0,3,0.0,9,Personal Auto,Personal L3,Offer1,Call Center,64.11,Sports Car,Medsize,
KW52549,Arizona,27789.69,Yes,Extended,Bachelor,1/20/11,Employed,F,33806.0,Urban,Divorced,89,32.0,59,0.0,2,Personal Auto,Personal L3,Offer2,Web,395.73,Four-Door Car,Medsize,A
BV63942,,9002.41,,Premium,High School or Below,2/7/11,Employed,M,76184.0,Suburban,Married,111,23.0,19,0.0,3,Corporate Auto,Corporate L3,Offer2,Agent,532.8,Two-Door Car,Small,
HT48275,Oregon,5532.75,No,Basic,Bachelor,1/19/11,Employed,M,91212.0,Urban,Married,69,9.0,92,0.0,6,Personal Auto,Personal L3,Offer2,Call Center,270.31,Two-Door Car,Medsize,A
XX12304,California,2924.98,No,Basic,College,1/9/11,Employed,F,64459.0,Urban,Married,72,16.0,64,0.0,1,Personal Auto,Personal L1,Offer2,Branch,240.26,Four-Door Car,Medsize,
WL74893,Oregon,4529.11,No,Basic,College,2/24/11,Unemployed,F,,Urban,Married,62,22.0,57,0.0,9,Special Auto,Special L3,Offer3,Agent,271.16,Four-Door Car,Medsize,
LY97989,Oregon,2894.24,No,Extended,Bachelor,2/17/11,Unemployed,F,,Suburban,Single,85,3.0,53,0.0,1,Personal Auto,Personal L3,Offer3,Agent,408.0,Four-Door Car,Medsize,
NN40477,Arizona,4280.75,No,Basic,Bachelor,2/9/11,Employed,F,52679.0,Suburban,Divorced,110,25.0,21,2.0,1,Personal Auto,Personal L2,Offer2,Branch,528.0,Sports Car,Medsize,
QP80741,Washington,6048.57,No,Basic,College,1/1/11,Unemployed,F,,Suburban,Married,61,17.0,71,3.0,2,Corporate Auto,Corporate L1,Offer3,Agent,292.8,Four-Door Car,Medsize,A
VF21395,Oregon,2652.7,No,Basic,Bachelor,1/1/11,Employed,M,82655.0,Suburban,Married,66,8.0,93,0.0,1,Personal Auto,Personal L2,Offer2,Web,316.8,Two-Door Car,Medsize,
PU73561,Arizona,4196.43,No,Basic,Bachelor,2/14/11,Employed,F,24641.0,Suburban,Married,105,12.0,82,0.0,1,Personal Auto,Personal L2,Offer2,Agent,504.0,SUV,Medsize,A
OQ88395,,4510.54,,Basic,College,2/4/11,Employed,M,84300.0,Rural,Married,111,13.0,0,0.0,1,Corporate Auto,Corporate L3,Offer2,Branch,202.22,,,A
IN64985,Nevada,6140.24,No,Extended,College,1/26/11,Employed,F,34112.0,Suburban,Married,77,32.0,68,0.0,6,Personal Auto,Personal L3,Offer2,Branch,369.6,Four-Door Car,Small,
GY99465,Oregon,6869.19,No,Basic,College,2/19/11,Unemployed,F,,Suburban,Single,69,18.0,71,2.0,2,Corporate Auto,Corporate L2,Offer2,Branch,331.2,Four-Door Car,Medsize,A
HW56522,Arizona,19185.07,No,Extended,Bachelor,2/19/11,Employed,M,35322.0,Rural,Married,244,4.0,33,0.0,5,Personal Auto,Personal L3,Offer1,Agent,76.83,Luxury Car,Small,A
MV89967,Oregon,23142.15,No,Premium,College,1/8/11,Unemployed,F,,Suburban,Single,105,16.0,16,0.0,2,Personal Auto,Personal L2,Offer1,Agent,564.95,Four-Door Car,Medsize,
JQ35849,California,5360.56,No,Basic,High School or Below,1/21/11,Employed,M,24254.0,Suburban,Married,68,11.0,84,0.0,5,Personal Auto,Personal L3,Offer4,Agent,326.4,Four-Door Car,Medsize,
OU50429,California,7524.74,No,Basic,Bachelor,2/4/11,Employed,M,36580.0,Suburban,Married,64,20.0,76,1.0,2,Personal Auto,Personal L3,Offer2,Agent,460.8,Four-Door Car,Small,
CQ75652,Oregon,8341.62,No,Premium,College,1/8/11,Unemployed,M,,Suburban,Divorced,118,15.0,77,0.0,4,Personal Auto,Personal L2,Offer1,Agent,566.4,Four-Door Car,Medsize,
ZB84321,Washington,19690.44,No,Basic,College,1/30/11,Employed,F,36032.0,Suburban,Divorced,70,11.0,39,0.0,2,Personal Auto,Personal L3,Offer3,Web,336.0,Four-Door Car,Small,A
CC91503,,10169.37,,Extended,High School or Below,1/3/11,Unemployed,F,,Suburban,Married,135,32.0,61,0.0,8,Personal Auto,Personal L3,Offer1,Agent,648.0,Sports Car,Medsize,
XS89049,,2822.59,,Basic,College,2/9/11,Disabled,F,25531.0,Suburban,Married,74,27.0,52,0.0,1,Personal Auto,Personal L3,Offer1,Agent,355.2,Two-Door Car,Small,
PG26401,Washington,9191.67,No,Basic,High School or Below,1/24/11,Employed,M,77603.0,Suburban,Married,114,10.0,83,0.0,8,Personal Auto,Personal L1,Offer2,Call Center,547.2,SUV,Medsize,
WV17090,California,25585.73,No,Basic,Bachelor,2/1/11,Unemployed,M,,Suburban,Married,116,0.0,45,0.0,2,Corporate Auto,Corporate L1,Offer2,Call Center,830.62,SUV,Medsize,A
HA56608,California,13727.8,Yes,Extended,College,1/8/11,Unemployed,M,,Suburban,Single,126,12.0,4,0.0,2,Special Auto,Special L3,Offer1,Agent,604.8,SUV,Medsize,A
HP20623,California,5227.57,No,Basic,High School or Below,1/13/11,Employed,F,70988.0,Suburban,Married,65,3.0,82,0.0,7,Personal Auto,Personal L1,Offer3,Web,312.0,Four-Door Car,Medsize,
BB48165,California,11095.97,No,Basic,Bachelor,1/3/11,Unemployed,F,,Suburban,Single,101,10.0,48,0.0,2,Personal Auto,Personal L3,Offer1,Agent,727.2,SUV,Medsize,A
BV80674,Oregon,4340.86,No,Extended,Bachelor,2/6/11,Unemployed,F,,Suburban,Single,124,6.0,34,0.0,1,Personal Auto,Personal L2,Offer3,Call Center,595.2,SUV,Medsize,
ZR32858,California,4315.79,No,Basic,Bachelor,2/25/11,Employed,F,41252.0,Urban,Married,109,25.0,31,0.0,1,Personal Auto,Personal L3,Offer2,Branch,514.06,SUV,Medsize,
QD17769,Oregon,2552.04,No,Basic,High School or Below,2/12/11,Employed,M,75740.0,Rural,Married,64,13.0,11,0.0,1,Corporate Auto,Corporate L3,Offer3,Agent,128.52,Two-Door Car,Medsize,
UH62254,,21423.64,,Basic,Bachelor,1/3/11,Unemployed,M,,Suburban,Married,65,9.0,31,0.0,2,Personal Auto,Personal L2,Offer2,Agent,312.0,Two-Door Car,Medsize,
VC34797,California,2435.54,No,Basic,Bachelor,1/27/11,Employed,F,40921.0,Rural,Married,62,0.0,50,2.0,1,Corporate Auto,Corporate L2,Offer3,Agent,10.56,Four-Door Car,Medsize,
TM28833,Oregon,2276.39,No,Basic,College,1/18/11,Unemployed,M,,Suburban,Single,69,,13,,1,Personal Auto,Personal L3,Offer4,Call Center,624.98,Two-Door Car,Small,A
GM62071,Washington,21435.88,No,Basic,High School or Below,1/7/11,Employed,F,20668.0,Suburban,Married,188,34.0,54,3.0,2,Personal Auto,Personal L3,Offer2,Call Center,902.4,,,A
UF91715,Nevada,7664.81,No,Premium,High School or Below,1/22/11,Unemployed,M,,Suburban,Single,107,14.0,90,0.0,3,Personal Auto,Personal L3,Offer1,Agent,770.4,Four-Door Car,Medsize,
JV12632,Washington,2858.99,No,Extended,Master,1/20/11,Unemployed,F,,Urban,Married,83,25.0,91,4.0,1,Corporate Auto,Corporate L2,Offer4,Branch,355.39,Four-Door Car,Medsize,
UD31660,California,4061.59,No,Premium,Bachelor,1/13/11,Employed,M,70129.0,Rural,Married,103,24.0,57,1.0,1,Personal Auto,Personal L2,Offer1,Branch,130.5,Four-Door Car,Medsize,A
BU81591,California,10153.89,No,Extended,College,2/15/11,Unemployed,M,,Suburban,Married,90,33.0,75,0.0,2,Corporate Auto,Corporate L1,Offer1,Call Center,432.0,Four-Door Car,Large,A
PS23376,California,5671.09,No,Basic,High School or Below,2/26/11,Employed,F,69668.0,Rural,Married,70,34.0,33,0.0,4,Corporate Auto,Corporate L2,Offer1,Branch,64.86,Two-Door Car,Large,
CC43119,California,2921.49,No,Basic,Bachelor,1/19/11,Employed,F,62018.0,Rural,Married,73,2.0,59,0.0,1,Corporate Auto,Corporate L1,Offer4,Web,90.09,Two-Door Car,Medsize,
DI30528,California,2725.36,Yes,Basic,Master,1/3/11,Employed,F,36650.0,Rural,Married,69,2.0,70,1.0,1,Personal Auto,Personal L3,Offer2,Web,56.6,Four-Door Car,Large,
OD89873,Arizona,8044.87,Yes,Basic,Bachelor,2/19/11,Employed,M,71391.0,Urban,Married,67,29.0,39,0.0,2,Corporate Auto,Corporate L1,Offer2,Agent,284.0,Four-Door Car,Medsize,
LY90785,Oregon,5793.16,No,Basic,Bachelor,2/6/11,Employed,M,95733.0,Suburban,Married,72,19.0,82,0.0,3,Corporate Auto,Corporate L3,Offer1,Agent,475.42,Two-Door Car,Small,
FM61329,California,13610.11,No,Basic,College,2/6/11,Employed,M,50144.0,Suburban,Married,114,0.0,35,0.0,2,Personal Auto,Personal L3,Offer2,Web,786.93,SUV,Medsize,
WX48434,Arizona,4270.03,Yes,Extended,College,1/19/11,Unemployed,M,,Suburban,Married,122,27.0,2,0.0,1,Corporate Auto,Corporate L3,Offer2,Agent,725.87,SUV,Medsize,A
MC83487,Arizona,4276.92,No,Basic,Bachelor,1/28/11,Disabled,M,18768.0,Suburban,Single,68,19.0,53,3.0,3,Corporate Auto,Corporate L3,Offer1,Agent,647.45,Four-Door Car,Medsize,
QW59726,California,2944.78,No,Basic,Master,1/12/11,Employed,F,87274.0,Suburban,Married,73,2.0,30,1.0,1,Personal Auto,Personal L2,Offer2,Agent,350.4,Four-Door Car,Medsize,A
OH41318,Washington,26122.13,No,Extended,Master,1/7/11,Employed,M,83385.0,Suburban,Divorced,131,26.0,77,2.0,2,Personal Auto,Personal L3,Offer3,Web,704.34,SUV,Medsize,A
SM67119,California,7123.69,No,Basic,College,2/24/11,Disabled,F,16139.0,Suburban,Married,62,19.0,69,0.0,2,Personal Auto,Personal L3,Offer1,Branch,297.6,Four-Door Car,Large,
